gdc_file_id	aliquot_id	case_id	disease_type	experimental_strategy	gender	investigation	platform	primary_site	reference_genome	sample_id	sample_type
02743924-8960-4a75-ac62-d3b879456aaf	CCLE-Hs839.T-RNA-08	CCLE-Hs839.T	Skin Cutaneous Melanoma	RNA-Seq	Female	CCLE-SKCM	Illumina	skin	HG19_Broad_variant	Hs839.T	Cell Line
636f7ab1-143c-4c8a-b60f-a76a427414d5	CCLE-COLO684-RNA-08	CCLE-COLO684	Cervical squamous cell carcinoma and endocervical adenocarcinoma	RNA-Seq	Female	CCLE-CESC	Illumina	endometrium	HG19_Broad_variant	COLO684	Cell Line
ba409f73-9297-4b5f-b6e0-139c1f519985	CCLE-639-V-RNA-08	CCLE-639-V	Bladder Urothelial Carcinoma	RNA-Seq	Male	CCLE-BLCA	Illumina	urinary_tract	HG19_Broad_variant	639-V	Cell Line
069603c0-c114-4cb9-b591-9d61d4141f95	CCLE-BHY-RNA-08	CCLE-BHY	Head and Neck squamous cell carcinoma	RNA-Seq	Male	CCLE-HNSC	Illumina	upper_aerodigestive_tract	HG19_Broad_variant	BHY	Cell Line
6345fd4b-d46d-4dff-a8b9-926d946f2eb8	CCLE-T84-RNA-08	CCLE-T84	Colon adenocarcinoma	RNA-Seq	Male	CCLE-COAD	Illumina	large_intestine	HG19_Broad_variant	T84	Cell Line
abe90c4c-01e2-44a1-be42-c4801ce34065	CCLE-KOPN-8-RNA-08	CCLE-KOPN-8	Chronic Lymphocytic Leukemia	RNA-Seq	Female	CCLE-LCLL	Illumina	haematopoietic_and_lymphoid_tissue	HG19_Broad_variant	KOPN-8	Cell Line
5a79e2ef-616e-40a8-b8e2-31a63624fc03	CCLE-EFO-27-RNA-08	CCLE-EFO-27	Ovarian serous cystadenocarcinoma	RNA-Seq	Female	CCLE-OV	Illumina	ovary	HG19_Broad_variant	EFO-27	Cell Line
46334eeb-13ca-4e23-be2f-a4323c267fc3	CCLE-Malme-3M-RNA-08	CCLE-Malme-3M	Skin Cutaneous Melanoma	RNA-Seq	Male	CCLE-SKCM	Illumina	skin	HG19_Broad_variant	Malme-3M	Cell Line
bf68c0b2-fc2f-46e5-86fa-9f9fc4ec973e	CCLE-SNU-489-RNA-08	CCLE-SNU-489	Brain Lower Grade Glioma	RNA-Seq	Male	CCLE-LGG	Illumina	central_nervous_system	HG19_Broad_variant	SNU-489	Cell Line
232602c0-b1ef-4b75-b8e1-3a679227d5c3	CCLE-NCI-H82-RNA-08	CCLE-NCI-H82	Lung squamous cell carcinoma	RNA-Seq	Male	CCLE-LUSC	Illumina	lung	HG19_Broad_variant	NCI-H82	Cell Line
6d7c526b-f5ac-409b-a590-56c7cdbcb4e9	CCLE-NCI-H647-RNA-08	CCLE-NCI-H647	Lung squamous cell carcinoma	RNA-Seq	Male	CCLE-LUSC	Illumina	lung	HG19_Broad_variant	NCI-H647	Cell Line
2d12b6ee-0f07-468f-9439-d5d285aeef3d	CCLE-Capan-1-RNA-08	CCLE-Capan-1	Pancreatic adenocarcinoma	RNA-Seq	Male	CCLE-PAAD	Illumina	pancreas	HG19_Broad_variant	Capan-1	Cell Line
2e4b5c18-dc9d-438d-adbf-feac0203b5d6	CCLE-U-118MG-RNA-08	CCLE-U-118MG	Brain Lower Grade Glioma	RNA-Seq	Male	CCLE-LGG	Illumina	central_nervous_system	HG19_Broad_variant	U-118MG	Cell Line
b45a190f-899a-40a4-b0ef-db95d2d94417	CCLE-UM-UC-3-RNA-08	CCLE-UM-UC-3	Bladder Urothelial Carcinoma	RNA-Seq	Male	CCLE-BLCA	Illumina	urinary_tract	HG19_Broad_variant	UM-UC-3	Cell Line
f2a048a3-46de-45cc-9c4d-bd77dbe6e10b	CCLE-MFE-296-RNA-08	CCLE-MFE-296	Cervical squamous cell carcinoma and endocervical adenocarcinoma	RNA-Seq	Female	CCLE-CESC	Illumina	endometrium	HG19_Broad_variant	MFE-296	Cell Line
f6c98386-2f9e-449a-956a-faebeb2aa09e	CCLE-SNU-175-RNA-08	CCLE-SNU-175	Colon adenocarcinoma	RNA-Seq	Female	CCLE-COAD	Illumina	large_intestine	HG19_Broad_variant	SNU-175	Cell Line
455f544d-e86a-4453-96de-e11e2c9ee842	CCLE-OCI-M1-RNA-08	CCLE-OCI-M1	Chronic Lymphocytic Leukemia	RNA-Seq	Not available	CCLE-LCLL	Illumina	haematopoietic_and_lymphoid_tissue	HG19_Broad_variant	OCI-M1	Cell Line
97bdeb09-89b6-4645-bab0-c49fd8c66d03	CCLE-BT-549-RNA-08	CCLE-BT-549	Breast invasive carcinoma	RNA-Seq	Female	CCLE-BRCA	Illumina	breast	HG19_Broad_variant	BT-549	Cell Line
cdae72ca-32b8-494b-88c0-fe3565fb4986	CCLE-LOXIMVI-RNA-08	CCLE-LOXIMVI	Skin Cutaneous Melanoma	RNA-Seq	Not available	CCLE-SKCM	Illumina	skin	HG19_Broad_variant	LOXIMVI	Cell Line
ac5a0adb-81e0-493c-a17f-b55c72b43fa7	CCLE-PANC-1-RNA-08	CCLE-PANC-1	Pancreatic adenocarcinoma	RNA-Seq	Not available	CCLE-PAAD	Illumina	pancreas	HG19_Broad_variant	PANC-1	Cell Line
56b05b2e-1d29-4e3c-bcdd-59473c316e3d	CCLE-JHOM-1-RNA-08	CCLE-JHOM-1	Ovarian serous cystadenocarcinoma	RNA-Seq	Not available	CCLE-OV	Illumina	ovary	HG19_Broad_variant	JHOM-1	Cell Line
c890ee6f-a42b-40dd-86d7-988a000ee695	CCLE-CI-1-RNA-08	CCLE-CI-1	Lymphoid Neoplasm Diffuse Large B-cell Lymphoma	RNA-Seq	Female	CCLE-DLBC	Illumina	haematopoietic_and_lymphoid_tissue	HG19_Broad_variant	CI-1	Cell Line
c71d4901-49a2-4ac4-ad6f-50225194502a	CCLE-BICR31-RNA-08	CCLE-BICR31	Head and Neck squamous cell carcinoma	RNA-Seq	Male	CCLE-HNSC	Illumina	upper_aerodigestive_tract	HG19_Broad_variant	BICR31	Cell Line
a981f4ec-439b-4a16-bd35-c29137c8c266	CCLE-Caki-1-RNA-08	CCLE-Caki-1	Kidney renal clear cell carcinoma	RNA-Seq	Male	CCLE-KIRC	Illumina	kidney	HG19_Broad_variant	Caki-1	Cell Line
d77e8809-d688-4bb1-8041-6d774c50c1ca	CCLE-NCI-H810-RNA-08	CCLE-NCI-H810	Lung squamous cell carcinoma	RNA-Seq	Male	CCLE-LUSC	Illumina	lung	HG19_Broad_variant	NCI-H810	Cell Line
3c0b3d9e-5f43-41fb-bbaf-2dde741e6dcd	CCLE-HCC2218-RNA-08	CCLE-HCC2218	Breast invasive carcinoma	RNA-Seq	Female	CCLE-BRCA	Illumina	breast	HG19_Broad_variant	HCC2218	Cell Line
418c4129-6335-492c-ac4b-f24ecc83b9f7	CCLE-AGS-RNA-08	CCLE-AGS	Stomach adenocarcinoma	RNA-Seq	Female	CCLE-STAD	Illumina	stomach	HG19_Broad_variant	AGS	Cell Line
8a839e06-7228-4871-a4f1-d1dd535ed521	CCLE-P31-FUJ-RNA-08	CCLE-P31-FUJ	Chronic Lymphocytic Leukemia	RNA-Seq	Male	CCLE-LCLL	Illumina	haematopoietic_and_lymphoid_tissue	HG19_Broad_variant	P31-FUJ	Cell Line
3dfc2482-9b37-435f-b22f-755aeb82b59f	CCLE-OVISE-RNA-08	CCLE-OVISE	Ovarian serous cystadenocarcinoma	RNA-Seq	Female	CCLE-OV	Illumina	ovary	HG19_Broad_variant	OVISE	Cell Line
b3537cd5-262c-410c-91a9-316acd6cd808	CCLE-NAMALWA-RNA-08	CCLE-NAMALWA	Lymphoid Neoplasm Diffuse Large B-cell Lymphoma	RNA-Seq	Female	CCLE-DLBC	Illumina	haematopoietic_and_lymphoid_tissue	HG19_Broad_variant	NAMALWA	Cell Line
dc1fd708-503b-4e11-b6f1-d336268580c8	CCLE-DMS53-RNA-08	CCLE-DMS53	Lung squamous cell carcinoma	RNA-Seq	Male	CCLE-LUSC	Illumina	lung	HG19_Broad_variant	DMS53	Cell Line
241dc613-cf9f-412c-8e15-32023732b329	CCLE-HCC-366-RNA-08	CCLE-HCC-366	Lung squamous cell carcinoma	RNA-Seq	Female	CCLE-LUSC	Illumina	lung	HG19_Broad_variant	HCC-366	Cell Line
3d6064ba-8e30-49d9-a540-da8be67c8080	CCLE-HCC1428-RNA-08	CCLE-HCC1428	Breast invasive carcinoma	RNA-Seq	Female	CCLE-BRCA	Illumina	breast	HG19_Broad_variant	HCC1428	Cell Line
0f481c51-d1b5-44e0-b252-c6b67e334e0c	CCLE-Hs255.T-RNA-08	CCLE-Hs255.T	Colon adenocarcinoma	RNA-Seq	Female	CCLE-COAD	Illumina	large_intestine	HG19_Broad_variant	Hs255.T	Cell Line
8761f992-a294-412f-9e13-bb916a1831c3	CCLE-NCI-H2081-RNA-08	CCLE-NCI-H2081	Lung squamous cell carcinoma	RNA-Seq	Female	CCLE-LUSC	Illumina	lung	HG19_Broad_variant	NCI-H2081	Cell Line
5cdb41fb-6e72-4c6b-817e-7bea77462798	CCLE-GOS-3-RNA-08	CCLE-GOS-3	Brain Lower Grade Glioma	RNA-Seq	Male	CCLE-LGG	Illumina	central_nervous_system	HG19_Broad_variant	GOS-3	Cell Line
22cc9011-1bf1-47f1-88ce-c406168efbbb	CCLE-D283Med-RNA-08	CCLE-D283Med	Brain Lower Grade Glioma	RNA-Seq	Male	CCLE-LGG	Illumina	central_nervous_system	HG19_Broad_variant	D283Med	Cell Line
c11aa745-72ea-44ca-b70d-7811c2f244b7	CCLE-SNU-1066-RNA-08	CCLE-SNU-1066	Head and Neck squamous cell carcinoma	RNA-Seq	Male	CCLE-HNSC	Illumina	upper_aerodigestive_tract	HG19_Broad_variant	SNU-1066	Cell Line
fce02e2d-bc6f-4f0c-a4e1-bd30cd0d4e14	CCLE-PEER-RNA-08	CCLE-PEER	Chronic Lymphocytic Leukemia	RNA-Seq	Female	CCLE-LCLL	Illumina	haematopoietic_and_lymphoid_tissue	HG19_Broad_variant	PEER	Cell Line
6e57d7d0-c1eb-4eda-a645-dd2838e31816	CCLE-HT55-RNA-08	CCLE-HT55	Colon adenocarcinoma	RNA-Seq	Not available	CCLE-COAD	Illumina	large_intestine	HG19_Broad_variant	HT55	Cell Line
f5f7e673-03a6-4ee6-ab25-8e25435a1419	CCLE-BV-173-RNA-08	CCLE-BV-173	Chronic Lymphocytic Leukemia	RNA-Seq	Male	CCLE-LCLL	Illumina	haematopoietic_and_lymphoid_tissue	HG19_Broad_variant	BV-173	Cell Line
09614bb0-1561-4cb9-b1b1-ff04c1957d0a	CCLE-MDST8-RNA-08	CCLE-MDST8	Colon adenocarcinoma	RNA-Seq	Not available	CCLE-COAD	Illumina	large_intestine	HG19_Broad_variant	MDST8	Cell Line
073db962-a90c-4c3b-87c8-a0e8cfca1f67	CCLE-SNU-308-RNA-08	CCLE-SNU-308	Liver hepatocellular carcinoma	RNA-Seq	Not available	CCLE-LIHC	Illumina	biliary_tract	HG19_Broad_variant	SNU-308	Cell Line
7bc0d6e7-11bc-430c-a073-1b080b5f88c8	CCLE-SK-MEL-5-RNA-08	CCLE-SK-MEL-5	Skin Cutaneous Melanoma	RNA-Seq	Female	CCLE-SKCM	Illumina	skin	HG19_Broad_variant	SK-MEL-5	Cell Line
59b5010b-df6b-4d72-9538-350c4cd6062a	CCLE-HPAC-RNA-08	CCLE-HPAC	Pancreatic adenocarcinoma	RNA-Seq	Female	CCLE-PAAD	Illumina	pancreas	HG19_Broad_variant	HPAC	Cell Line
e8a4ef7b-d0e9-412c-9043-6d188a024411	CCLE-Hs822.T-RNA-08	CCLE-Hs822.T	Sarcoma	RNA-Seq	Female	CCLE-SARC	Illumina	bone	HG19_Broad_variant	Hs822.T	Cell Line
26b6a326-9c88-40d2-a083-61410dddbbcd	CCLE-NCI-H2106-RNA-08	CCLE-NCI-H2106	Lung squamous cell carcinoma	RNA-Seq	Male	CCLE-LUSC	Illumina	lung	HG19_Broad_variant	NCI-H2106	Cell Line
13487810-c4e1-4f91-bca3-75bc34846982	CCLE-KMS-34-RNA-08	CCLE-KMS-34	Multiple Myeloma Plasma cell leukemia	RNA-Seq	Female	CCLE-MM	Illumina	haematopoietic_and_lymphoid_tissue	HG19_Broad_variant	KMS-34	Cell Line
c12989d0-0c78-4d96-8f77-9739ebd166e0	CCLE-A2780-RNA-08	CCLE-A2780	Ovarian serous cystadenocarcinoma	RNA-Seq	Female	CCLE-OV	Illumina	ovary	HG19_Broad_variant	A2780	Cell Line
5e705861-10cd-4594-a45e-ef974191b1d2	CCLE-LN-18-RNA-08	CCLE-LN-18	Brain Lower Grade Glioma	RNA-Seq	Male	CCLE-LGG	Illumina	central_nervous_system	HG19_Broad_variant	LN-18	Cell Line
7eb8a31a-6d4c-4f2a-bc7a-111ca1d991c8	CCLE-LNCaPcloneFGC-RNA-08	CCLE-LNCaPcloneFGC	Prostate adenocarcinoma	RNA-Seq	Male	CCLE-PRAD	Illumina	prostate	HG19_Broad_variant	LNCaPcloneFGC	Cell Line
eb058d46-6473-4883-a1c7-0a480b5975db	CCLE-AN3CA-RNA-08	CCLE-AN3CA	Cervical squamous cell carcinoma and endocervical adenocarcinoma	RNA-Seq	Female	CCLE-CESC	Illumina	endometrium	HG19_Broad_variant	AN3CA	Cell Line
998b5404-ed3c-4056-b0e3-f5949e267dd5	CCLE-LoVo-RNA-08	CCLE-LoVo	Colon adenocarcinoma	RNA-Seq	Male	CCLE-COAD	Illumina	large_intestine	HG19_Broad_variant	LoVo	Cell Line
46db14bc-6162-4a83-86e4-da3e347d5243	CCLE-COLO668-RNA-08	CCLE-COLO668	Lung squamous cell carcinoma	RNA-Seq	Female	CCLE-LUSC	Illumina	lung	HG19_Broad_variant	COLO668	Cell Line
c703c0c4-1208-4eb2-9356-8ca299537c36	CCLE-HT-1080-RNA-08	CCLE-HT-1080	Sarcoma	RNA-Seq	Male	CCLE-SARC	Illumina	soft_tissue	HG19_Broad_variant	HT-1080	Cell Line
1135e268-756b-49da-ae34-a3c0a0a2b269	CCLE-Hs578T-RNA-08	CCLE-Hs578T	Breast invasive carcinoma	RNA-Seq	Female	CCLE-BRCA	Illumina	breast	HG19_Broad_variant	Hs578T	Cell Line
4dec2ce1-b5fd-425d-806f-b73305f41630	CCLE-SIG-M5-RNA-08	CCLE-SIG-M5	Chronic Lymphocytic Leukemia	RNA-Seq	Male	CCLE-LCLL	Illumina	haematopoietic_and_lymphoid_tissue	HG19_Broad_variant	SIG-M5	Cell Line
4a4865e1-8bf9-41eb-be20-f89c4a7745b4	CCLE-MCAS-RNA-08	CCLE-MCAS	Ovarian serous cystadenocarcinoma	RNA-Seq	Female	CCLE-OV	Illumina	ovary	HG19_Broad_variant	MCAS	Cell Line
74433d27-050a-443f-9887-500e611cfe7b	CCLE-OCI-LY-19-RNA-08	CCLE-OCI-LY-19	Lymphoid Neoplasm Diffuse Large B-cell Lymphoma	RNA-Seq	Female	CCLE-DLBC	Illumina	haematopoietic_and_lymphoid_tissue	HG19_Broad_variant	OCI-LY-19	Cell Line
b30af377-27d9-46ba-9101-58b270f4bbb0	CCLE-HT-RNA-08	CCLE-HT	Lymphoid Neoplasm Diffuse Large B-cell Lymphoma	RNA-Seq	Male	CCLE-DLBC	Illumina	haematopoietic_and_lymphoid_tissue	HG19_Broad_variant	HT	Cell Line
247027b5-a51e-4a86-8e97-7c882a744a44	CCLE-PL-21-RNA-08	CCLE-PL-21	Chronic Lymphocytic Leukemia	RNA-Seq	Male	CCLE-LCLL	Illumina	haematopoietic_and_lymphoid_tissue	HG19_Broad_variant	PL-21	Cell Line
d14a141f-2e87-4f3a-a592-671c0ebf0639	CCLE-Hs698.T-RNA-08	CCLE-Hs698.T	Colon adenocarcinoma	RNA-Seq	Male	CCLE-COAD	Illumina	large_intestine	HG19_Broad_variant	Hs698.T	Cell Line
49a7889a-39fc-4a45-985d-aa33c3df073a	CCLE-HT-1197-RNA-08	CCLE-HT-1197	Bladder Urothelial Carcinoma	RNA-Seq	Male	CCLE-BLCA	Illumina	urinary_tract	HG19_Broad_variant	HT-1197	Cell Line
4c8843ec-449c-4a26-81ba-fbdf263e4019	CCLE-WSU-DLCL2-RNA-08	CCLE-WSU-DLCL2	Lymphoid Neoplasm Diffuse Large B-cell Lymphoma	RNA-Seq	Male	CCLE-DLBC	Illumina	haematopoietic_and_lymphoid_tissue	HG19_Broad_variant	WSU-DLCL2	Cell Line
68500e3c-ddb7-476a-8a62-30bec4bed66c	CCLE-DK-MG-RNA-08	CCLE-DK-MG	Brain Lower Grade Glioma	RNA-Seq	Female	CCLE-LGG	Illumina	central_nervous_system	HG19_Broad_variant	DK-MG	Cell Line
b1ca0dd2-5808-43e8-b142-75126d584881	CCLE-NCI-H1437-RNA-08	CCLE-NCI-H1437	Lung squamous cell carcinoma	RNA-Seq	Male	CCLE-LUSC	Illumina	lung	HG19_Broad_variant	NCI-H1437	Cell Line
8f8183a4-b1c2-432c-a289-d9ce657850d7	CCLE-Hep3B2.1-7-RNA-08	CCLE-Hep3B2.1-7	Liver hepatocellular carcinoma	RNA-Seq	Male	CCLE-LIHC	Illumina	liver	HG19_Broad_variant	Hep3B2.1-7	Cell Line
00939120-82ce-4fca-9fd2-77eb4e52c546	CCLE-NUGC-3-RNA-08	CCLE-NUGC-3	Stomach adenocarcinoma	RNA-Seq	Male	CCLE-STAD	Illumina	stomach	HG19_Broad_variant	NUGC-3	Cell Line
3d1b70a9-abff-42c4-94c0-bbcad731a1bd	CCLE-NCI-H1563-RNA-08	CCLE-NCI-H1563	Lung squamous cell carcinoma	RNA-Seq	Male	CCLE-LUSC	Illumina	lung	HG19_Broad_variant	NCI-H1563	Cell Line
4b70fd9f-5422-468c-8601-a2b11fa57f30	CCLE-HEC-1-B-RNA-08	CCLE-HEC-1-B	Cervical squamous cell carcinoma and endocervical adenocarcinoma	RNA-Seq	Female	CCLE-CESC	Illumina	endometrium	HG19_Broad_variant	HEC-1-B	Cell Line
f7fc846c-fb36-440d-8038-c681f9a47d78	CCLE-NCI-H3255-RNA-08	CCLE-NCI-H3255	Lung squamous cell carcinoma	RNA-Seq	Female	CCLE-LUSC	Illumina	lung	HG19_Broad_variant	NCI-H3255	Cell Line
59c68156-fd75-4e09-b285-b6725724df8b	CCLE-HEC-59-RNA-08	CCLE-HEC-59	Cervical squamous cell carcinoma and endocervical adenocarcinoma	RNA-Seq	Female	CCLE-CESC	Illumina	endometrium	HG19_Broad_variant	HEC-59	Cell Line
792750eb-023b-40a5-891e-55407be00915	CCLE-CHP-126-RNA-08	CCLE-CHP-126	Brain Lower Grade Glioma	RNA-Seq	Female	CCLE-LGG	Illumina	autonomic_ganglia	HG19_Broad_variant	CHP-126	Cell Line
2ae3c14a-7ad8-4f77-9dde-f62006620063	CCLE-SH-4-RNA-08	CCLE-SH-4	Skin Cutaneous Melanoma	RNA-Seq	Female	CCLE-SKCM	Illumina	skin	HG19_Broad_variant	SH-4	Cell Line
1016f3d9-3506-4bd0-926b-c312b9b6360e	CCLE-COLO-679-RNA-08	CCLE-COLO-679	Skin Cutaneous Melanoma	RNA-Seq	Female	CCLE-SKCM	Illumina	skin	HG19_Broad_variant	COLO-679	Cell Line
51959e8c-0fba-450b-a9ea-44341bfa8812	CCLE-Hs944.T-RNA-08	CCLE-Hs944.T	Skin Cutaneous Melanoma	RNA-Seq	Male	CCLE-SKCM	Illumina	skin	HG19_Broad_variant	Hs944.T	Cell Line
4c79a08b-9666-4195-9c80-b3ad9ad086a6	CCLE-HCT116-RNA-08	CCLE-HCT116	Colon adenocarcinoma	RNA-Seq	Male	CCLE-COAD	Illumina	large_intestine	HG19_Broad_variant	HCT116	Cell Line
2276e38e-f21a-408c-a084-d310ce2e0a7f	CCLE-NCI-H684-RNA-08	CCLE-NCI-H684	Liver hepatocellular carcinoma	RNA-Seq	Not available	CCLE-LIHC	Illumina	liver	HG19_Broad_variant	NCI-H684	Cell Line
5e1ae02f-560a-4fe6-8080-88a278e2b2b5	CCLE-D341Med-RNA-08	CCLE-D341Med	Brain Lower Grade Glioma	RNA-Seq	Male	CCLE-LGG	Illumina	central_nervous_system	HG19_Broad_variant	D341Med	Cell Line
59083a28-951b-4acf-98ce-c954d1da4a3b	CCLE-JMSU-1-RNA-08	CCLE-JMSU-1	Bladder Urothelial Carcinoma	RNA-Seq	Male	CCLE-BLCA	Illumina	urinary_tract	HG19_Broad_variant	JMSU-1	Cell Line
0d57e895-6928-4c41-b481-26c31e686f85	CCLE-S-117-RNA-08	CCLE-S-117	Thyroid carcinoma	RNA-Seq	Female	CCLE-THCA	Illumina	soft_tissue	HG19_Broad_variant	S-117	Cell Line
f6ee0c6e-e785-4101-a534-e63c87a8b9a2	CCLE-NCI-H596-RNA-08	CCLE-NCI-H596	Lung squamous cell carcinoma	RNA-Seq	Male	CCLE-LUSC	Illumina	lung	HG19_Broad_variant	NCI-H596	Cell Line
626c0487-4217-4b5f-bc6f-9f2f9b63648d	CCLE-LS411N-RNA-08	CCLE-LS411N	Colon adenocarcinoma	RNA-Seq	Male	CCLE-COAD	Illumina	large_intestine	HG19_Broad_variant	LS411N	Cell Line
2344a47c-3673-4ddf-bc66-71dbcc65176d	CCLE-BC-3C-RNA-08	CCLE-BC-3C	Bladder Urothelial Carcinoma	RNA-Seq	Female	CCLE-BLCA	Illumina	urinary_tract	HG19_Broad_variant	BC-3C	Cell Line
dc8393c0-7d9e-4040-a91a-5783544cac35	CCLE-HSC-4-RNA-08	CCLE-HSC-4	Head and Neck squamous cell carcinoma	RNA-Seq	Male	CCLE-HNSC	Illumina	upper_aerodigestive_tract	HG19_Broad_variant	HSC-4	Cell Line
dbcc9004-aa9c-4965-a1c4-fc0787ce903c	CCLE-KMS-21BM-RNA-08	CCLE-KMS-21BM	Multiple Myeloma Plasma cell leukemia	RNA-Seq	Male	CCLE-MM	Illumina	haematopoietic_and_lymphoid_tissue	HG19_Broad_variant	KMS-21BM	Cell Line
30727716-dce7-4967-a70c-9b193bb2879c	CCLE-BICR16-RNA-08	CCLE-BICR16	Head and Neck squamous cell carcinoma	RNA-Seq	Male	CCLE-HNSC	Illumina	upper_aerodigestive_tract	HG19_Broad_variant	BICR16	Cell Line
dcd48648-8b10-414e-8561-5f77b1cfeb2d	CCLE-VM-CUB1-RNA-08	CCLE-VM-CUB1	Bladder Urothelial Carcinoma	RNA-Seq	Male	CCLE-BLCA	Illumina	urinary_tract	HG19_Broad_variant	VM-CUB1	Cell Line
fbb5d1a1-7183-4c90-a8a1-903573ee2abd	CCLE-OCUM-1-RNA-08	CCLE-OCUM-1	Stomach adenocarcinoma	RNA-Seq	Female	CCLE-STAD	Illumina	stomach	HG19_Broad_variant	OCUM-1	Cell Line
486b077c-07f3-40ec-8b97-28fd9cd4c55d	CCLE-JVM-3-RNA-08	CCLE-JVM-3	Chronic Lymphocytic Leukemia	RNA-Seq	Male	CCLE-LCLL	Illumina	haematopoietic_and_lymphoid_tissue	HG19_Broad_variant	JVM-3	Cell Line
85491658-50bf-4842-8371-dfb1dd8707bb	CCLE-CAS-1-RNA-08	CCLE-CAS-1	Brain Lower Grade Glioma	RNA-Seq	Male	CCLE-LGG	Illumina	central_nervous_system	HG19_Broad_variant	CAS-1	Cell Line
d489fe7c-8d50-46e2-b903-e84284f89a5b	CCLE-GDM-1-RNA-08	CCLE-GDM-1	Chronic Lymphocytic Leukemia	RNA-Seq	Female	CCLE-LCLL	Illumina	haematopoietic_and_lymphoid_tissue	HG19_Broad_variant	GDM-1	Cell Line
2d353f6c-4eaa-40d2-b881-28c365ce8b86	CCLE-IM95-RNA-08	CCLE-IM95	Stomach adenocarcinoma	RNA-Seq	Male	CCLE-STAD	Illumina	stomach	HG19_Broad_variant	IM95	Cell Line
b2ec496f-6563-4f8d-9c62-b0a69615f66e	CCLE-COLO792-RNA-08	CCLE-COLO792	Skin Cutaneous Melanoma	RNA-Seq	Male	CCLE-SKCM	Illumina	skin	HG19_Broad_variant	COLO792	Cell Line
3316c470-9ce7-4be5-b4b4-14ae74e108d9	CCLE-IPC-298-RNA-08	CCLE-IPC-298	Skin Cutaneous Melanoma	RNA-Seq	Female	CCLE-SKCM	Illumina	skin	HG19_Broad_variant	IPC-298	Cell Line
986b1656-b5c5-47c4-a2ae-0f9f91d8963f	CCLE-DMS114-RNA-08	CCLE-DMS114	Lung squamous cell carcinoma	RNA-Seq	Male	CCLE-LUSC	Illumina	lung	HG19_Broad_variant	DMS114	Cell Line
8383c85e-27cd-4e42-a4bf-7786fa589b8d	CCLE-HCC1806-RNA-08	CCLE-HCC1806	Breast invasive carcinoma	RNA-Seq	Female	CCLE-BRCA	Illumina	breast	HG19_Broad_variant	HCC1806	Cell Line
34920551-ab14-4e5f-a747-2ef62f57b9ea	CCLE-NCI-H889-RNA-08	CCLE-NCI-H889	Lung squamous cell carcinoma	RNA-Seq	Female	CCLE-LUSC	Illumina	lung	HG19_Broad_variant	NCI-H889	Cell Line
b663ef29-25a8-4562-8c9f-755c2874a7c9	CCLE-NCI-H1944-RNA-08	CCLE-NCI-H1944	Lung squamous cell carcinoma	RNA-Seq	Female	CCLE-LUSC	Illumina	lung	HG19_Broad_variant	NCI-H1944	Cell Line
d5ec3e1c-657b-42ec-9665-a0e7fe4451c6	CCLE-BICR6-RNA-08	CCLE-BICR6	Head and Neck squamous cell carcinoma	RNA-Seq	Male	CCLE-HNSC	Illumina	upper_aerodigestive_tract	HG19_Broad_variant	BICR6	Cell Line
046e0a94-3fcf-431c-9eef-49463404adee	CCLE-EC-GI-10-RNA-08	CCLE-EC-GI-10	Esophageal carcinoma	RNA-Seq	Not available	CCLE-ESCA	Illumina	oesophagus	HG19_Broad_variant	EC-GI-10	Cell Line
40800206-b76e-4ba3-98ab-076173e0f25d	CCLE-BICR22-RNA-08	CCLE-BICR22	Head and Neck squamous cell carcinoma	RNA-Seq	Male	CCLE-HNSC	Illumina	upper_aerodigestive_tract	HG19_Broad_variant	BICR22	Cell Line
bcbf8c1e-8957-4546-93bd-952fbc38a4b4	CCLE-OV7-RNA-08	CCLE-OV7	Ovarian serous cystadenocarcinoma	RNA-Seq	Female	CCLE-OV	Illumina	ovary	HG19_Broad_variant	OV7	Cell Line
bfef92d3-6606-4512-8bb5-dc8dc4396003	CCLE-K029AX-RNA-08	CCLE-K029AX	Skin Cutaneous Melanoma	RNA-Seq	Not available	CCLE-SKCM	Illumina	skin	HG19_Broad_variant	K029AX	Cell Line
5d0a2d39-5d23-4255-83ea-3b9e3ac5dda2	CCLE-BFTC-905-RNA-08	CCLE-BFTC-905	Bladder Urothelial Carcinoma	RNA-Seq	Female	CCLE-BLCA	Illumina	urinary_tract	HG19_Broad_variant	BFTC-905	Cell Line
d048435c-efe7-4555-841a-3f0375a7c3de	CCLE-Hs939.T-RNA-08	CCLE-Hs939.T	Skin Cutaneous Melanoma	RNA-Seq	Female	CCLE-SKCM	Illumina	skin	HG19_Broad_variant	Hs939.T	Cell Line
2356f61f-958c-4df2-a955-d510e47be727	CCLE-TE159.T-RNA-08	CCLE-TE159.T	Sarcoma	RNA-Seq	Male	CCLE-SARC	Illumina	soft_tissue	HG19_Broad_variant	TE159.T	Cell Line
551baa94-9283-4be1-9245-724898760121	CCLE-KMM-1-RNA-08	CCLE-KMM-1	Multiple Myeloma Plasma cell leukemia	RNA-Seq	Male	CCLE-MM	Illumina	haematopoietic_and_lymphoid_tissue	HG19_Broad_variant	KMM-1	Cell Line
